,Sample Number,Sample Date,Sample Time,Sample Site,Sample class,Residual Free Chlorine (mg/L),Turbidity (NTU),Fluoride (mg/L),Coliform (Quanti-Tray) (MPN /100mL),E.coli(Quanti-Tray) (MPN/100mL)
112980,202112066,04/17/2021,07:49,11750,Compliance,0.32,0.13,0,<1,<1
112981,202112067,04/17/2021,07:00,15250,Compliance,0.67,0.72,0,<1,<1
112982,202112068,04/17/2021,07:22,16150,Compliance,0.62,0.8,0,<1,<1
112983,202112069,04/17/2021,09:17,17950,Compliance,0.52,0.11,0,<1,<1
112984,202112070,04/17/2021,09:46,1S03,Operational,0.66,0.87,0.69,<1,<1
112985,202112071,04/17/2021,08:20,1S03A,Operational,0.71,0.89,0.66,<1,<1
112986,202112072,04/17/2021,08:52,1S03B,Operational,0.6,0.89,0.67,<1,<1
112987,202112073,04/17/2021,10:02,1SCH3,Operational,0.5,0.11,0.78,<1,<1
112988,202112074,04/17/2021,10:10,1SCL1,Operational,0.61,0.14,0.73,<1,<1
112989,202112075,04/17/2021,10:01,1S07,Operational,0.53,0.85,0,<1,<1
112990,202112076,04/17/2021,07:09,30550,Compliance,0.3,0.66,0,<1,<1
112991,202112077,04/17/2021,07:34,31450,Compliance,0.33,0.68,0,<1,<1
112992,202112078,04/17/2021,08:03,31550,Compliance,0.23,0.69,0,<1,<1
112993,202112079,04/17/2021,08:24,31750,Compliance,0.3,0.41,0,<1,<1
112994,202112080,04/17/2021,08:45,33050,Compliance,0.41,0.7,0,<1,<1
112995,202112081,04/17/2021,09:06,39950,Compliance,0.3,0.75,0,<1,<1
112996,202112082,04/17/2021,09:33,3SC26,Operational,0.57,0.11,0,<1,<1
112997,202112084,04/17/2021,07:20,20900,Operational,0.37,0.91,0,<1,<1
112998,202112085,04/17/2021,09:18,22050,Compliance,0.41,0.83,0,<1,<1
112999,202112086,04/17/2021,07:47,22750,Compliance,0.24,0.85,0,<1,<1
113000,202112087,04/17/2021,09:41,27000,Operational,0.5,0.87,0,<1,<1
113001,202112088,04/17/2021,08:24,27350,Compliance,0.39,0.84,0,<1,<1
113002,202112089,04/17/2021,08:50,28050,Compliance,0.36,0.82,0,<1,<1
113003,202112090,04/17/2021,10:37,36950,Compliance,0.26,0.64,0,<1,<1
113004,202112091,04/17/2021,10:13,40350,Compliance,0.29,0.61,0,<1,<1
113005,202112130,04/18/2021,06:32,22350,Compliance,0.36,0.77,0,<1,<1
113006,202112131,04/18/2021,09:45,28450,Compliance,0.5,0.84,0,<1,<1
113007,202112132,04/18/2021,10:22,28550,Compliance,0.41,0.91,0,<1,<1
113008,202112133,04/18/2021,07:24,50200,Operational,0.78,0.87,0,<1,<1
113009,202112134,04/18/2021,07:05,50300,Operational,0.72,0.86,0,<1,<1
113010,202112135,04/18/2021,08:17,51550,Compliance,0.21,0.71,0,<1,<1
113011,202112136,04/18/2021,09:04,52550,Compliance,0.46,0.78,0,<1,<1
113012,202112147,04/18/2021,09:36,25050,Compliance,0.5,0.98,0,<1,<1
113013,202112148,04/18/2021,12:58,41550,Compliance,0.59,1.01,0,<1,<1
113014,202112149,04/18/2021,08:52,43050,Compliance,0.52,0.83,0,<1,<1
113015,202112150,04/18/2021,12:17,45750,Compliance,0.32,0.8,0,<1,<1
113016,202112151,04/18/2021,10:58,76850,Compliance,0.59,0.91,0,<1,<1
113017,202112152,04/18/2021,10:22,77350,Compliance,0.16,0.8,0,<1,<1
113018,202112153,04/18/2021,11:21,78450,Compliance,0.1,0.78,0,<1,<1
113019,202112154,04/18/2021,11:08,11150,Compliance,0.49,0.6,0,<1,<1
113020,202112155,04/18/2021,07:48,11450,Compliance,0.8,0.83,0,<1,<1
113021,202112156,04/18/2021,09:25,12550,Compliance,0.85,0.77,0,<1,<1
113022,202112157,04/18/2021,10:26,1S03,Operational,0.64,0.85,0.56,<1,<1
113023,202112158,04/18/2021,08:14,1S03A,Operational,0.79,0.89,0.13,<1,<1
113024,202112159,04/18/2021,08:57,1S03B,Operational,0.6,0.76,0.33,<1,<1
113025,202112160,04/18/2021,09:52,1SCH3,Operational,0.55,0.12,0.77,<1,<1
113026,202112161,04/18/2021,10:03,1SCL1,Operational,0.72,0.14,0.74,<1,<1
113027,202112162,04/18/2021,09:31,14950,Compliance,0.42,0.15,0,<1,<1
113028,202112163,04/18/2021,09:59,1S07,Operational,0.45,0.8,0,<1,<1
113029,202112164,04/18/2021,07:13,30450,Compliance,0.29,0.64,0,<1,<1
113030,202112165,04/18/2021,07:41,31850,Compliance,0.28,0.68,0,<1,<1
113031,202112166,04/18/2021,08:24,32750,Compliance,0.23,0.65,0,<1,<1
113032,202112167,04/18/2021,11:05,33150,Compliance,0.34,0.15,0,<1,<1
113033,202112168,04/18/2021,08:54,33850,Compliance,0.31,0.56,0,<1,<1
113034,202112169,04/18/2021,10:31,3SC26,Operational,0.58,0.1,0,<1,<1
113035,202112171,04/18/2021,07:29,20350,Compliance,0.35,0.87,0,<1,<1
113036,202112172,04/18/2021,07:01,20900,Operational,0.36,0.77,0,<1,<1
113037,202112173,04/18/2021,08:40,25450,Compliance,0.45,0.92,0,<1,<1
113038,202112174,04/18/2021,09:14,27000,Operational,0.65,1.08,0,<1,<1
113039,202112175,04/18/2021,10:43,40200,Operational,0.85,0.81,0,<1,<1
113040,202112176,04/18/2021,11:09,40450,Compliance,0.39,0.79,0,<1,<1
113041,202112177,04/18/2021,09:46,40550,Compliance,0.64,0.78,0,<1,<1
113042,202112222,04/19/2021,09:20,20900,Operational,0.53,0.91,0,<1,<1
113043,202112223,04/19/2021,10:09,30350,Compliance,0.31,0.71,0,<1,<1
113044,202112224,04/19/2021,11:24,34150,Compliance,0.47,0.75,0,<1,<1
113045,202112225,04/19/2021,10:56,35050,Compliance,0.53,0.1,0,<1,<1
113046,202112226,04/19/2021,11:55,38650,Compliance,0.31,0.68,0,<1,<1
113047,202112227,04/19/2021,12:53,40200,Operational,0.72,0.85,0,<1,<1
113048,202112232,04/19/2021,12:16,40850,Compliance,0.74,0.98,0,<1,<1
113049,202112233,04/19/2021,12:52,40950,Compliance,0.74,0.93,0,<1,<1
113050,202112234,04/19/2021,11:33,42350,Compliance,0.61,0.89,0,<1,<1
113051,202112235,04/19/2021,09:35,42950,Compliance,0.35,0.78,0,<1,<1
113052,202112236,04/19/2021,10:07,43950,Compliance,0.18,0.8,0,<1,<1
113053,202112237,04/19/2021,08:53,77050,Compliance,0.42,0.92,0,<1,<1
113054,202112238,04/19/2021,08:22,77650,Compliance,0.77,0.83,0,<1,<1
113055,202112239,04/19/2021,10:15,25950,Compliance,0.53,0.94,0,<1,<1
113056,202112240,04/19/2021,08:55,50200,Operational,0.73,0.96,0,<1,<1
113057,202112241,04/19/2021,08:26,50250,Compliance,0.69,0.93,0,<1,<1
113058,202112242,04/19/2021,09:24,50300,Operational,0.77,1,0,<1,<1
113059,202112243,04/19/2021,07:17,51050,Compliance,0.42,0.81,0,<1,<1
113060,202112244,04/19/2021,06:36,58350,Compliance,0.68,0.9,0,<1,<1
113061,202112245,04/19/2021,07:51,59350,Compliance,0.73,0.95,0,<1,<1
113062,202112246,04/19/2021,11:03,10550,Compliance,0.43,0.27,0,<1,<1
113063,202112247,04/19/2021,10:01,17050,Compliance,0.2,0.71,0,<1,<1
113064,202112248,04/19/2021,07:58,1S03,Operational,0.62,0.92,0.66,<1,<1
113065,202112249,04/19/2021,10:26,1S03A,Operational,0.72,0.97,0.71,<1,<1
113066,202112250,04/19/2021,09:26,1S03B,Operational,0.59,0.96,0.68,<1,<1
113067,202112251,04/19/2021,08:18,1SCH3,Operational,0.55,0.11,0.78,<1,<1
113068,202112252,04/19/2021,08:28,1SCL1,Operational,0.78,0.17,0.74,<1,<1
113069,202112253,04/19/2021,08:58,10250,Compliance,0.51,0.93,0,<1,<1
113070,202112254,04/19/2021,10:39,13550,Compliance,0.41,0.5,0,<1,<1
113071,202112255,04/19/2021,08:20,18450,Compliance,0.82,0.93,0,<1,<1
113072,202112256,04/19/2021,09:26,1S07,Operational,0.64,0.9,0,<1,<1
113073,202112257,04/19/2021,10:03,34050,Compliance,0.43,0.62,0,<1,<1
113074,202112258,04/19/2021,11:04,3SC26,Operational,0.56,0.12,0,<1,<1
113075,202112260,04/19/2021,09:13,21050,Compliance,0.54,0.91,0,<1,<1
113076,202112261,04/19/2021,09:50,21350,Compliance,0.44,0.83,0,<1,<1
113077,202112262,04/19/2021,07:32,21950,Compliance,0.53,0.88,0,<1,<1
113078,202112263,04/19/2021,08:15,24650,Compliance,0.39,0.83,0,<1,<1
113079,202112264,04/19/2021,08:45,24950,Compliance,0.25,0.76,0,<1,<1
113080,202112265,04/19/2021,10:58,26950,Compliance,0.28,0.84,0,<1,<1
113081,202112266,04/19/2021,10:29,27000,Operational,0.78,0.99,0,<1,<1
113082,202112434,04/19/2021,10:30,43950,Compliance,0.25,0.87,0,<1,<1
113083,202112319,04/20/2021,10:04,14850,Compliance,0.65,0.94,0,<1,<1
113084,202112320,04/20/2021,09:43,30850,Compliance,0.5,0.1,0,<1,<1
113085,202112321,04/20/2021,08:30,32850,Compliance,0.3,0.67,0,<1,<1
113086,202112322,04/20/2021,09:11,33250,Compliance,0.34,0.76,0,<1,<1
113087,202112323,04/20/2021,08:07,35650,Compliance,0.32,0.76,0,<1,<1
113088,202112324,04/20/2021,10:38,40200,Operational,0.95,1.09,0,<1,<1
113089,202112329,04/20/2021,11:46,41250,Compliance,0.62,0.91,0,<1,<1
113090,202112330,04/20/2021,08:00,41750,Compliance,0.42,0.79,0,<1,<1
113091,202112331,04/20/2021,11:04,42850,Compliance,0.53,0.77,0,<1,<1
113092,202112332,04/20/2021,08:49,44550,Compliance,0.45,0.98,0,<1,<1
113093,202112333,04/20/2021,09:29,47750,Compliance,0.38,0.85,0,<1,<1
113094,202112334,04/20/2021,10:33,76950,Compliance,0.49,0.85,0,<1,<1
113095,202112335,04/20/2021,10:00,77150,Compliance,0.14,0.79,0,<1,<1
113096,202112336,04/20/2021,08:24,40300,Operational,0.78,0.97,0,<1,<1
113097,202112337,04/20/2021,10:00,40600,Operational,0.74,1.01,0,<1,<1
113098,202112338,04/20/2021,09:22,40800,Operational,0.72,0.94,0,<1,<1
113099,202112339,04/20/2021,10:41,41100,Operational,0.72,1,0,<1,<1
113100,202112340,04/20/2021,11:16,41600,Operational,0.73,0.97,0,<1,<1
113101,202112341,04/20/2021,08:51,42300,Operational,0.75,0.97,0,<1,<1
113102,202112342,04/20/2021,09:47,24050,Compliance,0.5,0.91,0,<1,<1
113103,202112343,04/20/2021,09:22,26850,Compliance,0.52,0.91,0,<1,<1
113104,202112344,04/20/2021,08:31,50200,Operational,0.63,0.92,0,<1,<1
113105,202112345,04/20/2021,08:03,50300,Operational,0.72,1,0,<1,<1
113106,202112346,04/20/2021,06:58,51250,Compliance,0.62,0.79,0,<1,<1
113107,202112347,04/20/2021,07:38,51950,Compliance,0.64,0.87,0,<1,<1
113108,202112354,04/20/2021,12:39,12250,Compliance,0.54,0.83,0,<1,<1
113109,202112355,04/20/2021,09:28,1S03,Operational,0.56,0.89,0.66,<1,<1
113110,202112356,04/20/2021,12:17,1S03A,Operational,0.78,0.88,0.75,<1,<1
113111,202112357,04/20/2021,11:29,1S03B,Operational,0.6,0.83,0.68,<1,<1
113112,202112358,04/20/2021,10:06,1SCH3,Operational,0.44,<0.10,0.81,<1,<1
113113,202112359,04/20/2021,10:22,1SCL1,Operational,0.58,0.15,0.75,<1,<1
113114,202112360,04/20/2021,10:41,11050,Compliance,0.5,0.44,0,<1,<1
113115,202112361,04/20/2021,09:19,14450,Compliance,0.48,0.56,0,<1,<1
113116,202112362,04/20/2021,12:22,16950,Compliance,0.67,0.95,0,<1,<1
113117,202112363,04/20/2021,09:58,1S07,Operational,0.56,1.06,0,<1,<1
113118,202112364,04/20/2021,11:12,34950,Compliance,0.46,0.63,0,<1,<1
113119,202112365,04/20/2021,11:50,3SC26,Operational,0.56,0.12,0,<1,<1
113120,202112375,04/20/2021,11:15,20900,Operational,0.59,0.87,0,<1,<1
113121,202112376,04/20/2021,08:11,21250,Compliance,0.51,0.78,0,<1,<1
113122,202112377,04/20/2021,07:32,21650,Compliance,0.51,0.83,0,<1,<1
113123,202112378,04/20/2021,10:12,23150,Compliance,0.62,0.83,0,<1,<1
113124,202112379,04/20/2021,09:01,23250,Compliance,0.58,0.95,0,<1,<1
113125,202112380,04/20/2021,09:32,23750,Compliance,0.66,0.9,0,<1,<1
113126,202112381,04/20/2021,11:54,27000,Operational,0.66,0.98,0,<1,<1
113127,202112452,04/21/2021,11:19,50600,Operational,0.52,0.82,0,<1,<1
113128,202112453,04/21/2021,08:19,51100,Operational,0.75,0.98,0,<1,<1
113129,202112454,04/21/2021,10:36,52000,Operational,0.42,0.9,0,<1,<1
113130,202112455,04/21/2021,09:15,53500,Operational,0.76,0.98,0,<1,<1
113131,202112456,04/21/2021,10:14,56300,Operational,0.61,0.87,0,<1,<1
113132,202112457,04/21/2021,10:59,56400,Operational,0.38,0.92,0,<1,<1
113133,202112458,04/21/2021,09:39,59300,Operational,0.7,0.94,0,<1,<1
113134,202112465,04/21/2021,08:52,20900,Operational,0.55,0.95,0,<1,<1
113135,202112466,04/21/2021,08:15,27000,Operational,0.69,0.98,0,<1,<1
113136,202112467,04/21/2021,11:23,30750,Compliance,0.52,0.16,0,<1,<1
113137,202112468,04/21/2021,09:28,31350,Compliance,0.34,0.56,0,<1,<1
113138,202112469,04/21/2021,10:59,32050,Compliance,0.28,0.89,0,<1,<1
113139,202112470,04/21/2021,10:02,34350,Compliance,0.57,1.04,0,<1,<1
113140,202112471,04/21/2021,10:24,35450,Compliance,0.5,0.14,0,<1,<1
113141,202112476,04/21/2021,09:10,41950,Compliance,0.36,0.95,0,<1,<1
113142,202112477,04/21/2021,10:41,43550,Compliance,0.38,0.82,0,<1,<1
113143,202112478,04/21/2021,09:39,46450,Compliance,0.66,1.02,0,<1,<1
113144,202112479,04/21/2021,07:07,77550,Compliance,0.31,0.81,0,<1,<1
113145,202112480,04/21/2021,08:23,77850,Compliance,0.47,0.9,0,<1,<1
113146,202112481,04/21/2021,07:44,78650,Compliance,0.4,0.82,0,<1,<1
113147,202112482,04/21/2021,07:03,22550,Compliance,0.55,0.94,0,<1,<1
113148,202112483,04/21/2021,07:51,50050,Compliance,0.16,0.73,0,<1,<1
113149,202112484,04/21/2021,08:43,50200,Operational,0.61,0.88,0,<1,<1
113150,202112485,04/21/2021,09:09,50300,Operational,0.75,0.87,0,<1,<1
113151,202112486,04/21/2021,10:07,52350,Compliance,0.4,0.91,0,<1,<1
113152,202112487,04/21/2021,09:28,58850,Compliance,0.76,0.94,0,<1,<1
113153,202112488,04/21/2021,10:24,13150,Compliance,0.38,<0.10,0,<1,<1
113154,202112489,04/21/2021,08:30,16450,Compliance,0.63,0.87,0,<1,<1
113155,202112490,04/21/2021,11:01,16650,Compliance,0.86,1.04,0,<1,<1
113156,202112491,04/21/2021,10:00,18750,Compliance,0.48,0.99,0,<1,<1
113157,202112492,04/21/2021,08:52,1S03A,Operational,0.89,1.04,0.69,<1,<1
113158,202112493,04/21/2021,09:28,1S03B,Operational,0.66,1.1,0.69,<1,<1
113159,202112494,04/21/2021,10:07,1S03,Operational,0.71,0.87,0.65,<1,<1
113160,202112495,04/21/2021,08:39,1S07,Operational,0.63,0.9,0,<1,<1
113161,202112496,04/21/2021,09:37,1SCH3,Operational,0.59,<0.10,0.79,<1,<1
113162,202112497,04/21/2021,09:24,1SCL1,Operational,0.72,0.19,0.72,<1,<1
113163,202112498,04/21/2021,07:57,3SC26,Operational,0.6,0.13,0,<1,<1
113164,202112499,04/21/2021,11:25,40200,Operational,0.9,1.04,0,<1,<1
113165,202112500,04/21/2021,11:04,44150,Compliance,0.75,0.98,0,<1,<1
113166,202112512,04/21/2021,10:26,24850,Compliance,0.51,0.86,0,<1,<1
113167,202112513,04/21/2021,09:47,25350,Compliance,0.5,0.91,0,<1,<1
113168,202112514,04/21/2021,08:28,25550,Compliance,0.56,0.86,0,<1,<1
113169,202112515,04/21/2021,08:00,26550,Compliance,0.49,0.87,0,<1,<1
113170,202112516,04/21/2021,07:25,28950,Compliance,0.29,0.79,0,<1,<1
113171,202112517,04/21/2021,10:57,45850,Compliance,0.59,0.97,0,<1,<1
113172,202112562,04/21/2021,08:24,50050,Compliance,0.25,0.78,0,<1,<1
113173,202112569,04/22/2021,08:30,56000,Operational,0.66,0.97,0,<1,<1
113174,202112570,04/22/2021,10:17,56200,Operational,0.15,0.76,0,<1,<1
113175,202112571,04/22/2021,09:26,57200,Operational,0.65,0.85,0,<1,<1
113176,202112572,04/22/2021,08:59,58300,Operational,0.64,0.89,0,<1,<1
113177,202112573,04/22/2021,09:49,58400,Operational,0.33,0.73,0,<1,<1
113178,202112574,04/22/2021,07:55,58600,Operational,0.63,0.87,0,<1,<1
113179,202112584,04/22/2021,09:06,31750,Compliance,0.35,0.23,0,<1,<1
113180,202112585,04/22/2021,08:13,31850,Compliance,0.08,0.7,0,<1,<1
113181,202112586,04/22/2021,11:10,33450,Compliance,0.47,0.11,0,<1,<1
113182,202112587,04/22/2021,10:58,33950,Compliance,0.22,0.11,0,<1,<1
113183,202112588,04/22/2021,10:16,38250,Compliance,0.24,0.64,0,<1,<1
113184,202112589,04/22/2021,09:40,39650,Compliance,0.27,0.74,0,<1,<1
113185,202112594,04/22/2021,10:57,23950,Compliance,0.34,0.83,0,<1,<1
113186,202112595,04/22/2021,11:39,43250,Compliance,0.59,0.8,0,<1,<1
113187,202112596,04/22/2021,09:52,45250,Compliance,0.41,0.89,0,<1,<1
113188,202112597,04/22/2021,12:23,46850,Compliance,0.64,0.94,0,<1,<1
113189,202112598,04/22/2021,08:07,76550,Compliance,0.27,0.81,0,<1,<1
113190,202112599,04/22/2021,07:20,77650,Compliance,0.51,1.07,0,<1,<1
113191,202112600,04/22/2021,08:46,79450,Compliance,0.47,0.85,0,<1,<1
113192,202112601,04/22/2021,11:53,24350,Compliance,0.57,0.97,0,<1,<1
113193,202112602,04/22/2021,10:39,50200,Operational,0.56,0.88,0,<1,<1
113194,202112603,04/22/2021,11:00,50250,Compliance,0.65,0.99,0,<1,<1
113195,202112604,04/22/2021,11:19,50300,Operational,0.68,0.9,0,<1,<1
113196,202112605,04/22/2021,09:50,52050,Compliance,0.49,0.89,0,<1,<1
113197,202112606,04/22/2021,09:05,58650,Compliance,0.27,0.72,0,<1,<1
113198,202112607,04/22/2021,11:38,17250,Compliance,0.64,0.85,0,<1,<1
113199,202112608,04/22/2021,12:21,18650,Compliance,0.53,0.85,0,<1,<1
113200,202112609,04/22/2021,09:26,1S03,Operational,0.65,0.8,0.68,<1,<1
113201,202112610,04/22/2021,11:01,1S03A,Operational,0.87,0.82,0.67,<1,<1
113202,202112611,04/22/2021,10:17,1S03B,Operational,0.73,0.97,0.68,<1,<1
113203,202112612,04/22/2021,08:44,1SCH3,Operational,0.56,<0.10,0.78,<1,<1
113204,202112613,04/22/2021,08:56,1SCL1,Operational,0.64,0.16,0.78,<1,<1
113205,202112614,04/22/2021,10:34,14650,Compliance,0.45,0.45,0,<1,<1
113206,202112615,04/22/2021,10:04,15150,Compliance,0.44,0.46,0,<1,<1
113207,202112616,04/22/2021,09:23,1S07,Operational,0.58,0.89,0,<1,<1
113208,202112617,04/22/2021,08:57,3SC26,Operational,0.53,0.1,0,<1,<1
113209,202112618,04/22/2021,11:48,40200,Operational,0.87,0.97,0,<1,<1
113210,202112619,04/22/2021,11:15,44350,Compliance,0.45,0.6,0,<1,<1
113211,202112621,04/22/2021,08:04,20850,Compliance,0.63,0.95,0,<1,<1
113212,202112622,04/22/2021,08:51,20900,Operational,0.55,0.8,0,<1,<1
113213,202112623,04/22/2021,10:22,22850,Compliance,0.49,0.8,0,<1,<1
113214,202112624,04/22/2021,10:57,23450,Compliance,0.52,0.95,0,<1,<1
113215,202112625,04/22/2021,09:40,24250,Compliance,0.38,0.91,0,<1,<1
113216,202112626,04/22/2021,08:25,27000,Operational,0.63,0.83,0,<1,<1
113217,202112656,04/22/2021,08:36,31850,Compliance,0.23,0.67,0,<1,<1
113218,202112683,04/23/2021,10:12,20900,Operational,0.5,0.89,0,<1,<1
113219,202112684,04/23/2021,09:41,20950,Compliance,0.36,0.89,0,<1,<1
113220,202112685,04/23/2021,10:45,27000,Operational,0.67,0.97,0,<1,<1
113221,202112686,04/23/2021,08:19,32350,Compliance,0.33,0.22,0,<1,<1
113222,202112687,04/23/2021,08:58,35550,Compliance,0.45,0.89,0,<1,<1
113223,202112688,04/23/2021,07:50,37950,Compliance,0.25,0.68,0,<1,<1
113224,202112707,04/23/2021,10:06,40200,Operational,0.81,0.99,0,<1,<1
113225,202112708,04/23/2021,09:23,41050,Compliance,0.6,0.95,0,<1,<1
113226,202112709,04/23/2021,08:42,41650,Compliance,0.81,0.95,0,<1,<1
113227,202112710,04/23/2021,11:14,46350,Compliance,0.6,0.92,0,<1,<1
113228,202112711,04/23/2021,08:12,76450,Compliance,0.59,0.86,0,<1,<1
113229,202112712,04/23/2021,07:15,78550,Compliance,0.27,0.77,0,<1,<1
113230,202112713,04/23/2021,11:21,22650,Compliance,0.39,0.92,0,<1,<1
113231,202112714,04/23/2021,10:19,50200,Operational,0.85,0.94,0,<1,<1
113232,202112715,04/23/2021,10:40,50300,Operational,0.79,0.87,0,<1,<1
113233,202112716,04/23/2021,08:57,50750,Compliance,0.08,0.67,0,<1,<1
113234,202112717,04/23/2021,09:26,50850,Compliance,0.31,0.78,0,<1,<1
113235,202112718,04/23/2021,09:47,52150,Compliance,0.61,1.16,0,<1,<1
113236,202112719,04/23/2021,09:46,15450,Compliance,0.7,0.97,0,<1,<1
113237,202112720,04/23/2021,08:01,17450,Compliance,0.63,0.9,0,<1,<1
113238,202112721,04/23/2021,10:20,1S03,Operational,0.54,0.83,0.67,<1,<1
113239,202112722,04/23/2021,08:28,1S03A,Operational,0.79,0.99,0.73,<1,<1
113240,202112723,04/23/2021,09:05,1S03B,Operational,0.52,0.89,0.73,<1,<1
113241,202112724,04/23/2021,10:24,1SCH3,Operational,0.49,<0.10,0.79,<1,<1
113242,202112725,04/23/2021,10:32,1SCL1,Operational,0.63,0.17,0.76,<1,<1
113243,202112726,04/23/2021,09:08,10250,Compliance,0.52,0.92,0,<1,<1
113244,202112727,04/23/2021,10:29,11350,Compliance,0.58,2.2,0,<1,<1
113245,202112728,04/23/2021,09:49,14350,Compliance,0.44,0.8,0,<1,<1
113246,202112729,04/23/2021,08:43,1S07,Operational,0.59,0.93,0,<1,<1
113247,202112730,04/23/2021,11:44,38150,Compliance,0.29,0.72,0,<1,<1
113248,202112731,04/23/2021,11:11,39550,Compliance,0.35,0.86,0,<1,<1
113249,202112732,04/23/2021,08:03,3SC26,Operational,0.58,0.12,0,<1,<1
113250,202112734,04/23/2021,09:07,24450,Compliance,0.51,0.99,0,<1,<1
113251,202112735,04/23/2021,08:48,24550,Compliance,0.47,0.88,0,<1,<1
113252,202112736,04/23/2021,08:17,27450,Compliance,0.54,0.91,0,<1,<1
113253,202112737,04/23/2021,10:10,27650,Compliance,0.57,0.99,0,<1,<1
113254,202112738,04/23/2021,10:47,42150,Compliance,0.42,0.86,0,<1,<1
113255,202112739,04/23/2021,07:29,43150,Compliance,0.59,0.92,0,<1,<1
113256,202112798,04/24/2021,10:03,23850,Compliance,0.59,0.92,0,<1,<1
113257,202112799,04/24/2021,09:32,29050,Compliance,0.54,0.82,0,<1,<1
113258,202112800,04/24/2021,10:45,29450,Compliance,0.35,0.92,0,<1,<1
113259,202112801,04/24/2021,08:30,50200,Operational,0.78,0.81,0,<1,<1
113260,202112802,04/24/2021,08:54,50300,Operational,0.8,1.03,0,<1,<1
113261,202112803,04/24/2021,08:07,51850,Compliance,0.31,0.75,0,<1,<1
113262,202112804,04/24/2021,07:01,55450,Compliance,0.24,0.73,0,<1,<1
113263,202112805,04/24/2021,07:36,58950,Compliance,0.56,0.84,0,<1,<1
113264,202112816,04/24/2021,09:24,25150,Compliance,0.51,0.88,0,<1,<1
113265,202112817,04/24/2021,09:57,27550,Compliance,0.48,0.78,0,<1,<1
113266,202112818,04/24/2021,08:52,41450,Compliance,0.3,0.84,0,<1,<1
113267,202112819,04/24/2021,11:33,42750,Compliance,0.44,0.87,0,<1,<1
113268,202112820,04/24/2021,08:13,46950,Compliance,0.54,0.8,0,<1,<1
113269,202112821,04/24/2021,11:08,78350,Compliance,0.22,0.75,0,<1,<1
113270,202112822,04/24/2021,10:40,79150,Compliance,0.21,0.8,0,<1,<1
113271,202112823,04/24/2021,08:02,10150,Compliance,0.56,0.73,0,<1,<1
113272,202112824,04/24/2021,08:38,11750,Compliance,0.25,0.12,0,<1,<1
113273,202112825,04/24/2021,09:08,12150,Compliance,0.85,0.86,0,<1,<1
113274,202112826,04/24/2021,10:23,16250,Compliance,0.84,0.89,0,<1,<1
113275,202112827,04/24/2021,11:10,1S03,Operational,0.78,0.86,0.7,<1,<1
113276,202112828,04/24/2021,09:18,1S03A,Operational,0.82,0.84,0.74,<1,<1
113277,202112829,04/24/2021,10:00,1S03B,Operational,0.73,0.82,0.73,<1,<1
113278,202112830,04/24/2021,10:41,1SCH3,Operational,0.6,0.1,0.79,<1,<1
113279,202112831,04/24/2021,10:49,1SCL1,Operational,0.63,0.18,0.75,<1,<1
113280,202112832,04/24/2021,07:19,15050,Compliance,0.62,0.66,0,<1,<1
113281,202112833,04/24/2021,08:06,1S07,Operational,0.58,0.8,0,<1,<1
113282,202112834,04/24/2021,11:30,30250,Compliance,0.27,0.75,0,<1,<1
113283,202112835,04/24/2021,10:59,32650,Compliance,0.29,0.85,0,<1,<1
113284,202112836,04/24/2021,10:17,34850,Compliance,0.31,0.53,0,<1,<1
113285,202112837,04/24/2021,09:04,35150,Compliance,0.47,0.61,0,<1,<1
113286,202112838,04/24/2021,09:35,36350,Compliance,0.48,0.13,0,<1,<1
113287,202112839,04/24/2021,08:36,3SC26,Operational,0.58,0.13,0,<1,<1
113288,202112841,04/24/2021,08:16,20900,Operational,0.41,0.82,0,<1,<1
113289,202112842,04/24/2021,09:37,26750,Compliance,0.67,0.86,0,<1,<1
113290,202112843,04/24/2021,09:06,27000,Operational,0.65,0.8,0,<1,<1
113291,202112844,04/24/2021,10:20,27850,Compliance,0.66,0.8,0,<1,<1
113292,202112845,04/24/2021,11:52,40200,Operational,0.72,0.78,0,<1,<1
113293,202112846,04/24/2021,11:20,40650,Compliance,0.54,0.79,0,<1,<1
113294,202112847,04/24/2021,10:58,44250,Compliance,0.52,0.79,0,<1,<1
113295,202112886,04/25/2021,10:19,21750,Compliance,0.22,0.7,0,<1,<1
113296,202112887,04/25/2021,08:58,22250,Compliance,0.63,0.72,0,<1,<1
113297,202112888,04/25/2021,09:36,26850,Compliance,0.5,0.73,0,<1,<1
113298,202112889,04/25/2021,08:08,50200,Operational,0.69,0.78,0,<1,<1
